Sentence,Emotion,Emotion_ID
"No, but there isn't any space yet, is there?",fear,3
"Yes, better here than in my bedroom.",happiness,4
"Yes, I think so too.",neutral,0
"Yes, then people can take a picture with him.",happiness,4
"Oh, yes.",neutral,0
"Well, guys. Nice, Eer. Nice.",disgust,2
Yes.,neutral,0
Is it fun?,neutral,0
Delightful. So nice.,happiness,4
Yes.,neutral,0
The flags are fluttering and the guests are already on their way.,happiness,4
"And they can soon enter with a handy, special access code.",neutral,0
Let's see. What was it again? Where is that code?,neutral,0
"Oh, that code is of course on the test.",surprise,6
"Look, here is the number. Yes, that door has just been painted.",neutral,0
"But I want that door to be closed, because everyone who is coming this afternoon will arrive in an hour.",anger,1
Then they have to type in. A code.,neutral,0
And then he checks if it doesn't stick.,neutral,0
Because the paint will stick differently.,fear,3
Then you get damage. And we already have a lot of damage.,sadness,5
Hoor. Hoor. Hoor.,happiness,4
It has to open here.,neutral,0
"Yes, we have to do that.",neutral,0
"Oh, it doesn't open.",sadness,5
Is it working?,fear,3
Isn't it opening? Push.,anger,1
"Yes, but he can't push, because that's wet paint.",fear,3
"But is there a silver thing there, like here...",neutral,0
"Yes, that's still there.",happiness,4
"Yes, push against that. Come on.",happiness,4
MUSIC.,neutral,0
"Yes, yes, it's working!",happiness,4
"Well, it's great! Bye!",happiness,4
"Yes, okay, it's working.",happiness,4
But Martine's enthusiasm evaporates just as quickly as it came.,sadness,5
See you later.,neutral,0
"We will come around five with Jaap, JoÃ«lien.",neutral,0
I think Richard is a great guy.,happiness,4
That is really unbelievable.,surprise,6
"He takes care of food, he takes care of wood.",happiness,4
"He doesn't talk nonsense, he acts.",happiness,4
I think there is only one of those in the whole world.,surprise,6
"We are the same, Jennifer and I.",neutral,0
"We get up in the morning, we are immediately busy with the fire.",neutral,0
Same ideas.,neutral,0
Spicy woman.,happiness,4
Richard and Jennifer are tireless.,happiness,4
"Erik, the oldest of the group, is taking it easier.",neutral,0
And most of the camp members accept that.,neutral,0
He does everything at his own pace.,neutral,0
We agreed that he would do it at his own pace.,neutral,0
"If he needs rest, he sets it against the group.",neutral,0
I need more energy to possibly get through a few weeks...,sadness,5
then those young Tarzans sitting there.,disgust,2
So I have to divide it well.,neutral,0
I'm just not going to be able to reach the bottom of my physical ability.,sadness,5
But not everyone agrees with Erik's calm approach.,anger,1
Especially Jennifer thinks that age is no excuse.,anger,1
Erik is 20 years older than me and I am 20 years older than Mel.,neutral,0
Mel and I do the same thing.,neutral,0
I think that doesn't play any role at all at this moment.,neutral,0
You shouldn't use as an excuse that you won't do certain things...,anger,1
because you are old and he is not at all.,anger,1
"Because he said, I am a powerlifter and I can bench press 135 kilos.",happiness,4
"Well, then you can do a whole lot of other things too.",happiness,4
And otherwise you just have to be like the elephants.,neutral,0
"When they are old, they are also left behind.",sadness,5
Camp South wants to be economical with the scarce firewood that can be found on Lima.,fear,3
That's why Pieter is making an oven with the help of Koenraad.,neutral,0
I need to put a heavy stone on top of this for a moment.,neutral,0
Beautiful large flat stone.,happiness,4
"Stone at the bottom and then build a little pyramid, a hole at the top.",neutral,0
"Fire at the bottom, because that should be able to last a very long time.",neutral,0
But it is a very beautiful place.,happiness,4
"Yes, she's already smoking.",neutral,0
Do you still need to be gentle to put something on it?,neutral,0
The oven works.,happiness,4
South was able to fish the survival kit out of the sea...,happiness,4
"and with the flour that is in it, he can overcome it.",happiness,4
It is a very beautiful place.,happiness,4
It is a very beautiful place.,happiness,4
It is a very beautiful place.,happiness,4
It is a very beautiful place.,happiness,4
South was able to fish the survival kit out of the sea...,happiness,4
"and with the flour that is in it, they are now making pancake batter.",neutral,0
Three for three? Three.,neutral,0
Three more scoops and then we start with one scoop of water.,neutral,0
There is so little flour that it must be strictly rationed.,fear,3
And then you just have to focus on the new date again.,neutral,0
"Look, behind the scenes there's still a mess, but that's okay.",neutral,0
"Of course, we will just continue with that in the summer.",neutral,0
"This doesn't look good either, but look at what's on the floor here.",disgust,2
So it all still has to come out.,sadness,5
"If we were to really open up, then it would be different.",sadness,5
But these are of course family and friends.,neutral,0
And I said earlier in the group chat...,neutral,0
I gave them a code so they can come in at four o'clock this afternoon.,neutral,0
And I said that it is 85 percent ready.,neutral,0
"So then they're a bit prepared, you know.",neutral,0
There are still shower doors missing...,sadness,5
"and I think there is supposed to be a bathroom door somewhere, it's not there yet.",neutral,0
And what do you think? Are we on schedule?,neutral,0
Jou.,neutral,0
"Yes, I think so too.",neutral,0
It all looks beautiful.,happiness,4
"Yes, I have to go home soon, by the way.",neutral,0
Why? Don't you want the flags?,surprise,6
"Yes, the flags. But I'm going home, because I'm going to change clothes.",neutral,0
I can't receive people like this.,anger,1
"No, I'm already here, but I'm already... Hey, hello.",surprise,6
Have you already had coffee?,neutral,0
"Well, I've been standing here looking at my cup.",sadness,5
And when I come by then...,surprise,6
"When I pass by, I take a sip. It's just cold.",neutral,0
The bathroom is completely finished. Look.,happiness,4
"Oh. Oh, yes, the shower curtain needs to go here.",surprise,6
It's still a bit of a mess everywhere.,sadness,5
And those little tables with the mirrors...,sadness,5
"Oh, those are all covered in dust again, all of them, completely.",sadness,5
"We are not going to completely make it, but those bathrooms are amazing.",happiness,4
Those bathrooms look...,fear,3
"If I were to book this room myself, I would spend half the day sitting in the bathroom.",happiness,4
"Just here, like this.",neutral,0
"Oh, there's still plastic on this too.",surprise,6
"By the way, there's no door in here either.",neutral,0
"Also strange. You look at the bed like this when you're sitting here pooping, right?",surprise,6
"If you, of course, have been messing with the bottom peanuts...",disgust,2
your evening for and with a little wine...,happiness,4
then that poop doesn't really smell nice either.,disgust,2
"And all of that is going in the direction of that woman's husband, who is still lying there asleep.",fear,3
He/she wakes up spontaneously from the smell.,surprise,6
"Well, better not, because this has to be very precise.",fear,3
"It's actually kind of hard, Clary.",sadness,5
"Of course, I worked at a holiday park in Noordwijkerhout for almost a year.",neutral,0
"Noordwijk, there by the dunes. I always had to make beds there too.",sadness,5
They also had this stripe.,neutral,0
So it's kind of like going back in time.,happiness,4
"I have to tell you, I always liked that.",happiness,4
"I do have to look for a rhythm again now, you know.",neutral,0
is for Lopke.,happiness,4
Fourth vote...,surprise,6
is for Koen Draaij.,neutral,0
"Three for Koen Draaij, one for Lopke.",neutral,0
The fifth voice...,neutral,0
is for Lopke.,happiness,4
The sixth vote...,surprise,6
is also for Lopke.,happiness,4
3-3.,neutral,0
The seventh vote...,surprise,6
Again Lopke.,anger,1
Again Lopke.,neutral,0
The last one...,neutral,0
is for Koen Draaij.,neutral,0
"Four votes for Lopke, four votes for Koen Draaij.",surprise,6
That means I am going to put the two names in the urn.,neutral,0
And then let fate decide...,fear,3
which of you two is the first islander who has to go home.,fear,3
"Koen Draaij, one time.",neutral,0
Lopke.,neutral,0
The expedition member of Expedition Robinson 2001 who has to go home...,sadness,5
is Lopke.,sadness,5
Lopke.,neutral,0
Lopke.,neutral,0
It's a game and we've talked about it extensively.,neutral,0
Everyone was on equal footing.,neutral,0
I knew it was going to be tense between him and me.,fear,3
Because we just clicked a little less.,sadness,5
I need more time to find my place.,sadness,5
And after three days it's too short to get to know each other.,sadness,5
"It's really a pity, but...",sadness,5
"Time to say goodbye, Lopke.",sadness,5
After you. Okay.,neutral,0
You can consider it a signal that you are getting four votes against you.,surprise,6
But I think it's still a false signal.,sadness,5
"Unfortunately, there has to be a vote.",sadness,5
With her I can communicate the least well.,sadness,5
She can't do anything about that either.,neutral,0
But she has an extremely Antwerp dialect.,neutral,0
And I don't understand anything of it at all.,sadness,5
"And her behavior, I find her a bit...",neutral,0
She does unexpected things.,surprise,6
Doesn't think things through well.,disgust,2
Starts chopping a nut with a machete.,surprise,6
And almost chops off her hand.,fear,3
Those kinds of things taken together.,neutral,0
Then I am satisfied with my choice.,happiness,4
Yes.,neutral,0
Next week in Expeditie Robinson.,neutral,0
An unappetizing task for Jennifer and Christine,disgust,2
drives them to the limit.,fear,3
Sietse.,neutral,0
"It has been sufficiently established that Sietse systematically spies on, photographs, and films his neighbors.",disgust,2
That constitutes a serious violation of the right to privacy of Eddie and Ingrid.,fear,3
And you must stop that immediately.,anger,1
Gathering evidence does not justify what you are doing.,anger,1
"Regarding the conifers, I am of the opinion",neutral,0
that these are at a sufficient distance from the property boundary.,neutral,0
So that is allowed in itself.,neutral,0
But that does not justify planting it with the sole purpose of annoying the neighbors.,anger,1
Bullying behavior is not protected by law.,neutral,0
Those conifers must therefore be removed within three months from today.,neutral,0
And you may not put anything else in its place.,anger,1
I'm just saying it.,neutral,0
Whoever does not comply with the foregoing forfeits fines to the other party.,fear,3
"And I warn you in advance, those can rise up to 10,000 euros.",fear,3
And now the last thing. Maybe the most important of all.,surprise,6
