Start Time,End Time,Sentence,Translation,Emotion_fine,Emotion_core,Intensity
1900-01-01 00:30:39.691995,1900-01-01 00:30:40.730995,Tomorrow's a new day.,Tomorrow's a new day.,hope,happiness,mild
1900-01-01 00:30:40.730995,1900-01-01 00:30:43.371995,"And I've got ideas, let me tell you.","And I've got ideas, let me tell you.",anticipation,happiness,mild
1900-01-01 00:30:43.371995,1900-01-01 00:30:44.270995,"OK, good night.","OK, good night.",calm,neutral,neutral
1900-01-01 00:30:49.270995,1900-01-01 00:30:51.251995,After one of the most difficult days,After one of the most difficult days,exhaustion,sadness,moderate
1900-01-01 00:30:51.251995,1900-01-01 00:30:53.710995,"he has ever had on Kitchen Nightmares,","he has ever had on Kitchen Nightmares,",reflection,neutral,neutral
1900-01-01 00:30:53.710995,1900-01-01 00:30:57.851995,Chef Ramsay is now completely focused on rebuilding Charlie's.,Chef Ramsay is now completely focused on rebuilding Charlie's.,determination,neutral,moderate
1900-01-01 00:30:57.851995,1900-01-01 00:30:59.191995,Today's about moving forward.,Today's about moving forward.,determination,happiness,mild
1900-01-01 00:30:59.191995,1900-01-01 00:31:01.210995,What we haven't got is somebody at the helm.,What we haven't got is somebody at the helm.,frustration,sadness,moderate
1900-01-01 00:31:01.230995,1900-01-01 00:31:04.871995,"We need a leader, like any good kitchen.","We need a leader, like any good kitchen.",yearning,neutral,mild
1900-01-01 00:31:04.871995,1900-01-01 00:31:07.371995,I'd like to introduce you to someone who's pretty unique.,I'd like to introduce you to someone who's pretty unique.,curiosity,neutral,mild
1900-01-01 00:31:07.371995,1900-01-01 00:31:08.471995,"Jonathan, come through, please.","Jonathan, come through, please.",request,neutral,neutral
1900-01-01 00:31:08.471995,1900-01-01 00:31:09.371995,Oh my god.,Oh my god.,shock,surprise,moderate
1900-01-01 00:31:09.371995,1900-01-01 00:31:10.270995,"Good to see you, bud.","Good to see you, bud.",warmth,happiness,mild
1900-01-01 00:31:10.270995,1900-01-01 00:31:11.170995,"Chef, how you doing?","Chef, how you doing?",curiosity,neutral,mild
1900-01-01 00:31:11.170995,1900-01-01 00:31:12.411995,"Very well indeed, thank you.","Very well indeed, thank you.",contentment,happiness,mild
1900-01-01 00:31:12.411995,1900-01-01 00:31:14.110995,"Now, this man knows how to put restaurants on the map.","Now, this man knows how to put restaurants on the map.",admiration,happiness,mild
1900-01-01 00:31:14.110995,1900-01-01 00:31:15.411995,"More importantly, he's been working with me","More importantly, he's been working with me",appreciation,happiness,mild
1900-01-01 00:31:15.411995,1900-01-01 00:31:16.710995,for the last three years.,for the last three years.,reflection,neutral,neutral
1900-01-01 00:31:16.710995,1900-01-01 00:31:19.351995,He's opened four restaurants in the last five years.,He's opened four restaurants in the last five years.,admiration,happiness,mild
1900-01-01 00:31:19.351995,1900-01-01 00:31:21.490995,You've got him for the month.,You've got him for the month.,resignation,neutral,neutral
1900-01-01 00:31:21.490995,1900-01-01 00:31:23.851995,I am thrilled.,I am thrilled.,excitement,happiness,intense
1900-01-01 00:31:23.851995,1900-01-01 00:31:25.390995,We have a chef.,We have a chef.,statement,neutral,neutral
1900-01-01 00:31:25.390995,1900-01-01 00:31:27.330995,It's like Christmas morning.,It's like Christmas morning.,excitement,happiness,moderate
1900-01-01 00:31:27.330995,1900-01-01 00:31:28.531995,I'm so excited.,I'm so excited.,anticipation,happiness,intense
1900-01-01 00:31:28.531995,1900-01-01 00:31:30.270995,Jonathan also comes with an assistant,Jonathan also comes with an assistant,expectation,neutral,neutral
1900-01-01 00:31:30.330995,1900-01-01 00:31:31.830995,to make sure that we get this going.,to make sure that we get this going.,determination,neutral,mild
1900-01-01 00:31:31.830995,1900-01-01 00:31:33.330995,Oh my god.,Oh my god.,shock,surprise,moderate
1900-01-01 00:31:33.330995,1900-01-01 00:31:35.571995,"Not only will he get this place consistent,","Not only will he get this place consistent,",expectation,happiness,mild
1900-01-01 00:31:35.571995,1900-01-01 00:31:39.270995,"he'll help find a young chef, train a young chef,","he'll help find a young chef, train a young chef,",support,happiness,mild
1900-01-01 00:31:39.270995,1900-01-01 00:31:40.911995,"and Tatiana, if there's one person","and Tatiana, if there's one person",anticipation,neutral,mild
1900-01-01 00:31:40.911995,1900-01-01 00:31:43.871995,"you need to get close to, right now, is this man.","you need to get close to, right now, is this man.",urgency,fear,moderate
1900-01-01 00:31:43.871995,1900-01-01 00:31:44.770995,"Come here, come here.","Come here, come here.",urgency,neutral,mild
1900-01-01 00:31:49.770995,1900-01-01 00:31:50.911995,I'm really happy.,I'm really happy.,contentment,happiness,intense
1900-01-01 00:31:50.911995,1900-01-01 00:31:52.011995,Get everything set up for you guys,Get everything set up for you guys,helpfulness,happiness,mild
1900-01-01 00:31:52.011995,1900-01-01 00:31:53.210995,"and get you guys off to the races, huh?","and get you guys off to the races, huh?",encouragement,happiness,mild
1900-01-01 00:31:53.210995,1900-01-01 00:31:56.890995,This is definitely the beginning of a new Charlie's.,This is definitely the beginning of a new Charlie's.,anticipation,happiness,moderate
1900-01-01 00:31:56.890995,1900-01-01 00:31:58.890995,"Hair up, grab an apron, let's go.","Hair up, grab an apron, let's go.",readiness,neutral,mild
1900-01-01 00:31:58.911995,1900-01-01 00:32:00.571995,Now with the new chefs in place.,Now with the new chefs in place.,anticipation,happiness,mild
1900-01-01 00:32:00.571995,1900-01-01 00:32:02.110995,"Let's go, Tatiana.","Let's go, Tatiana.",encouragement,happiness,mild
1900-01-01 00:32:02.110995,1900-01-01 00:32:05.291995,Gordon knows it's critical that Tatiana is familiar with,Gordon knows it's critical that Tatiana is familiar with,concern,fear,moderate
1900-01-01 00:32:05.291995,1900-01-01 00:32:07.490995,the inner workings of the kitchen.,the inner workings of the kitchen.,curiosity,neutral,neutral
1900-01-01 00:32:07.490995,1900-01-01 00:32:09.950995,"So just go maybe right to the, just to the right of it,","So just go maybe right to the, just to the right of it,",uncertainty,neutral,mild
1900-01-01 00:32:09.950995,1900-01-01 00:32:10.950995,right in the middle there.,right in the middle there.,uncertainty,neutral,neutral
1900-01-01 00:32:10.950995,1900-01-01 00:32:12.050995,Perfect.,Perfect.,satisfaction,happiness,mild
1900-01-01 00:32:12.050995,1900-01-01 00:32:13.591995,When was the last time you made a lasagna?,When was the last time you made a lasagna?,curiosity,neutral,neutral
1900-01-01 00:32:13.591995,1900-01-01 00:32:14.490995,I've never made a lasagna.,I've never made a lasagna.,inexperience,neutral,neutral
1900-01-01 00:32:14.490995,1900-01-01 00:32:16.230995,"You've never made a lasagna, ever?","You've never made a lasagna, ever?",incredulity,surprise,moderate
1900-01-01 00:32:16.230995,1900-01-01 00:32:17.230995,That's crazy.,That's crazy.,astonishment,surprise,moderate
1900-01-01 00:32:17.230995,1900-01-01 00:32:18.131995,Let's start off with mixing.,Let's start off with mixing.,anticipation,happiness,mild
1900-01-01 00:32:18.131995,1900-01-01 00:32:19.631995,Take your white sauce.,Take your white sauce.,instruction,neutral,neutral
1900-01-01 00:32:19.631995,1900-01-01 00:32:21.930995,Nice and clean with your plastic scraper.,Nice and clean with your plastic scraper.,satisfaction,happiness,mild
1900-01-01 00:32:21.930995,1900-01-01 00:32:23.571995,Good.,Good.,satisfaction,happiness,mild
1900-01-01 00:32:23.571995,1900-01-01 00:32:24.670995,Get close to it.,Get close to it.,anticipation,neutral,mild
1900-01-01 00:32:24.670995,1900-01-01 00:32:26.011995,You've got nothing to be intimidated by.,You've got nothing to be intimidated by.,reassurance,happiness,mild
1900-01-01 00:32:26.011995,1900-01-01 00:32:27.311995,Absolutely.,Absolutely.,agreement,happiness,mild
1900-01-01 00:32:27.390995,1900-01-01 00:32:29.330995,I'm excited to learn what needs to happen in a kitchen,I'm excited to learn what needs to happen in a kitchen,anticipation,happiness,moderate
1900-01-01 00:32:29.330995,1900-01-01 00:32:30.230995,and how it functions.,and how it functions.,curiosity,neutral,neutral
1900-01-01 00:32:30.230995,1900-01-01 00:32:31.131995,That's it.,That's it.,finality,neutral,neutral
1900-01-01 00:32:31.131995,1900-01-01 00:32:32.031995,Good.,Good.,satisfaction,happiness,mild
1900-01-01 00:32:32.031995,1900-01-01 00:32:33.531995,"Again, take your time.","Again, take your time.",patience,neutral,mild
1900-01-01 00:32:33.531995,1900-01-01 00:32:34.430995,More.,More.,desire,neutral,neutral
1900-01-01 00:32:34.430995,1900-01-01 00:32:35.670995,Faster.,Faster.,impatience,anger,mild
1900-01-01 00:32:35.670995,1900-01-01 00:32:37.270995,There's nothing complicated.,There's nothing complicated.,assurance,neutral,neutral
1900-01-01 00:32:37.270995,1900-01-01 00:32:39.871995,I'm going to learn this restaurant from scratch.,I'm going to learn this restaurant from scratch.,determination,happiness,moderate
1900-01-01 00:32:39.871995,1900-01-01 00:32:43.311995,I want to take the baby steps and get better.,I want to take the baby steps and get better.,hope,happiness,mild
1900-01-01 00:32:43.311995,1900-01-01 00:32:44.210995,Pretty much neck and neck.,Pretty much neck and neck.,anticipation,neutral,mild
1900-01-01 00:32:44.210995,1900-01-01 00:32:45.110995,Well done.,Well done.,appreciation,happiness,mild
1900-01-01 00:32:45.110995,1900-01-01 00:32:46.011995,OK.,OK.,acceptance,neutral,neutral
1900-01-01 00:32:46.011995,1900-01-01 00:32:47.210995,"In the oven, 25 minutes.","In the oven, 25 minutes.",anticipation,neutral,neutral
1900-01-01 00:32:47.210995,1900-01-01 00:32:48.650995,I don't know why I thought I couldn't do it.,I don't know why I thought I couldn't do it.,self-doubt,sadness,mild
1900-01-01 00:32:48.650995,1900-01-01 00:32:50.490995,"It is not difficult, I'm telling you.","It is not difficult, I'm telling you.",reassurance,neutral,mild
1900-01-01 00:32:50.490995,1900-01-01 00:32:52.050995,So you guys just made pizzas.,So you guys just made pizzas.,curiosity,neutral,neutral
1900-01-01 00:32:52.050995,1900-01-01 00:32:53.351995,Doesn't that look amazing?,Doesn't that look amazing?,admiration,happiness,moderate
1900-01-01 00:32:53.351995,1900-01-01 00:32:54.251995,Yeah.,Yeah.,agreement,neutral,neutral
1900-01-01 00:32:54.251995,1900-01-01 00:32:55.150995,"Give me, give me.","Give me, give me.",demand,anger,moderate
1900-01-01 00:32:55.150995,1900-01-01 00:32:56.430995,I feel like I can do anything.,I feel like I can do anything.,empowerment,happiness,moderate
1900-01-01 00:32:56.450995,1900-01-01 00:32:57.751995,Dig in.,Dig in.,encouragement,happiness,mild
1900-01-01 00:32:57.751995,1900-01-01 00:32:59.550995,I just can't wait to get to work and prove to my mom,I just can't wait to get to work and prove to my mom,anticipation,happiness,moderate
1900-01-01 00:32:59.550995,1900-01-01 00:33:01.950995,and my sister that I can do this.,and my sister that I can do this.,determination,happiness,mild
1900-01-01 00:33:01.950995,1900-01-01 00:33:03.351995,I think the message is clear.,I think the message is clear.,certainty,neutral,neutral
1900-01-01 00:33:03.351995,1900-01-01 00:33:06.351995,Nobody's scared to walk through that door,Nobody's scared to walk through that door,confidence,happiness,mild
1900-01-01 00:33:06.351995,1900-01-01 00:33:09.631995,and get their hands dirty in that kitchen.,and get their hands dirty in that kitchen.,enthusiasm,happiness,mild
1900-01-01 00:33:09.631995,1900-01-01 00:33:10.890995,"Tomorrow's a big day, let me tell you.","Tomorrow's a big day, let me tell you.",anticipation,happiness,moderate
1900-01-01 00:33:10.890995,1900-01-01 00:33:13.390995,I need everyone on their game.,I need everyone on their game.,determination,neutral,moderate
1900-01-01 00:33:12.495986,1900-01-01 00:33:13.395986,"Good night, guys.","Good night, guys.",warmth,happiness,mild
1900-01-01 00:33:13.395986,1900-01-01 00:33:14.295986,Get some sleep.,Get some sleep.,concern,neutral,mild
1900-01-01 00:33:14.295986,1900-01-01 00:33:15.195986,Thank you.,Thank you.,gratitude,happiness,mild
1900-01-01 00:33:15.195986,1900-01-01 00:33:16.695986,"Thank you very much, chefs.","Thank you very much, chefs.",gratitude,happiness,mild
1900-01-01 00:33:16.695986,1900-01-01 00:33:17.595986,"Oh, my god.","Oh, my god.",astonishment,surprise,moderate
1900-01-01 00:33:17.595986,1900-01-01 00:33:19.495986,Woo!,Woo!,excitement,happiness,intense
1900-01-01 00:33:19.495986,1900-01-01 00:33:20.895986,This is amazing!,This is amazing!,excitement,happiness,intense
1900-01-01 00:33:26.675986,1900-01-01 00:33:29.315986,"Last night, Tatiana and her team eagerly learned","Last night, Tatiana and her team eagerly learned",anticipation,happiness,moderate
1900-01-01 00:33:29.315986,1900-01-01 00:33:30.815986,a few of the new recipes.,a few of the new recipes.,curiosity,neutral,neutral
1900-01-01 00:33:30.815986,1900-01-01 00:33:32.015986,Good morning.,Good morning.,politeness,neutral,neutral
1900-01-01 00:33:32.015986,1900-01-01 00:33:33.775986,Now Chef Ramsay is ready to unveil,Now Chef Ramsay is ready to unveil,anticipation,surprise,mild
1900-01-01 00:33:33.775986,1900-01-01 00:33:35.554986,an entirely revamped menu.,an entirely revamped menu.,anticipation,happiness,mild
1900-01-01 00:33:35.554986,1900-01-01 00:33:36.454986,Here we are.,Here we are.,anticipation,neutral,neutral
1900-01-01 00:33:36.454986,1900-01-01 00:33:37.755986,"Oh, this looks so delicious.","Oh, this looks so delicious.",desire,happiness,moderate
1900-01-01 00:33:37.755986,1900-01-01 00:33:40.755986,"Please, take a copy of the menu and pass it along, please.","Please, take a copy of the menu and pass it along, please.",politeness,neutral,neutral
1900-01-01 00:33:40.755986,1900-01-01 00:33:41.895986,"Oh, my god.","Oh, my god.",astonishment,surprise,moderate
1900-01-01 00:33:42.355986,1900-01-01 00:33:46.895986,"First of all, we have a dynamic, simple, clean menu, right?","First of all, we have a dynamic, simple, clean menu, right?",expectation,neutral,mild
1900-01-01 00:33:46.895986,1900-01-01 00:33:49.535986,"Now, let's start off with a homemade focaccia bread, yeah?","Now, let's start off with a homemade focaccia bread, yeah?",enthusiasm,happiness,mild
1900-01-01 00:33:49.535986,1900-01-01 00:33:52.175986,"Seasoned with rosemary and garlic, drizzled in olive oil.","Seasoned with rosemary and garlic, drizzled in olive oil.",appetite,happiness,mild
1900-01-01 00:33:52.175986,1900-01-01 00:33:54.035986,"Salads, we have the chopped salad.","Salads, we have the chopped salad.",informing,neutral,neutral
1900-01-01 00:33:54.035986,1900-01-01 00:33:55.375986,"In there, we've got garbanzo beans,","In there, we've got garbanzo beans,",neutrality,neutral,neutral
1900-01-01 00:33:55.375986,1900-01-01 00:33:56.675986,"provolone cheese, salami, finishing","provolone cheese, salami, finishing",anticipation,neutral,neutral
1900-01-01 00:33:56.675986,1900-01-01 00:33:58.375986,with some fresh and mouthy lemon.,with some fresh and mouthy lemon.,desire,happiness,mild
1900-01-01 00:33:58.375986,1900-01-01 00:34:00.715986,So it's got that really nice oomph to it as well.,So it's got that really nice oomph to it as well.,appreciation,happiness,mild
1900-01-01 00:34:00.715986,1900-01-01 00:34:03.655986,"Entrees, pan-seared salmon served with a white bean ragout.","Entrees, pan-seared salmon served with a white bean ragout.",anticipation,neutral,neutral
1900-01-01 00:34:03.655986,1900-01-01 00:34:04.614986,Phenomenal.,Phenomenal.,admiration,happiness,moderate
1900-01-01 00:34:04.614986,1900-01-01 00:34:05.815986,Absolutely delicious.,Absolutely delicious.,satisfaction,happiness,moderate
1900-01-01 00:34:05.815986,1900-01-01 00:34:07.675986,"Next to that, we've got something that's a staple.","Next to that, we've got something that's a staple.",expectation,neutral,neutral
1900-01-01 00:34:07.675986,1900-01-01 00:34:09.614986,"Spaghetti meatballs, absolutely delicious.","Spaghetti meatballs, absolutely delicious.",satisfaction,happiness,moderate
1900-01-01 00:34:09.634986,1900-01-01 00:34:11.634986,"And then finally, pizzas, four of them.","And then finally, pizzas, four of them.",anticipation,happiness,mild
1900-01-01 00:34:11.634986,1900-01-01 00:34:14.815986,"Margherita, prosciutto, zucchini, done with a shrimp,","Margherita, prosciutto, zucchini, done with a shrimp,",anticipation,neutral,mild
1900-01-01 00:34:14.815986,1900-01-01 00:34:16.055986,and the meat lovers.,and the meat lovers.,anticipation,happiness,mild
1900-01-01 00:34:16.055986,1900-01-01 00:34:17.855986,"And again, we have a massive asset there","And again, we have a massive asset there",confidence,happiness,moderate
1900-01-01 00:34:17.855986,1900-01-01 00:34:19.014986,"in that pizza oven, and we're going","in that pizza oven, and we're going",anticipation,happiness,mild
1900-01-01 00:34:19.014986,1900-01-01 00:34:19.914986,to take advantage of that.,to take advantage of that.,opportunism,neutral,neutral
1900-01-01 00:34:19.914986,1900-01-01 00:34:20.815986,"Right, right.","Right, right.",agreement,neutral,neutral
1900-01-01 00:34:20.815986,1900-01-01 00:34:21.715986,Dig in.,Dig in.,encouragement,happiness,mild
1900-01-01 00:34:21.715986,1900-01-01 00:34:22.615986,Let's go.,Let's go.,readiness,happiness,mild
1900-01-01 00:34:22.615986,1900-01-01 00:34:23.514986,"Oh, my gosh.","Oh, my gosh.",astonishment,surprise,moderate
1900-01-01 00:34:23.514986,1900-01-01 00:34:26.054986,This is so beautiful.,This is so beautiful.,admiration,happiness,moderate
1900-01-01 00:34:26.054986,1900-01-01 00:34:27.094986,"Oh, my god.","Oh, my god.",shock,surprise,moderate
1900-01-01 00:34:27.094986,1900-01-01 00:34:28.435986,I am thrilled.,I am thrilled.,excitement,happiness,intense
1900-01-01 00:34:28.435986,1900-01-01 00:34:29.655986,This is amazing.,This is amazing.,admiration,happiness,moderate
1900-01-01 00:34:29.655986,1900-01-01 00:34:31.795986,This is like the menu of my dreams.,This is like the menu of my dreams.,admiration,happiness,moderate
1900-01-01 00:34:31.795986,1900-01-01 00:34:33.334986,"Oh, my god.","Oh, my god.",shock,surprise,moderate
1900-01-01 00:34:33.334986,1900-01-01 00:34:35.395986,The pizza's incredible.,The pizza's incredible.,admiration,happiness,moderate
1900-01-01 00:34:35.395986,1900-01-01 00:34:36.495986,"Oh, my god, I love that.","Oh, my god, I love that.",adoration,happiness,intense
1900-01-01 00:34:36.495986,1900-01-01 00:34:37.395986,I know.,I know.,certainty,neutral,neutral
1900-01-01 00:34:37.414986,1900-01-01 00:34:39.655986,I'm excited for the new menu.,I'm excited for the new menu.,anticipation,happiness,moderate
1900-01-01 00:34:39.655986,1900-01-01 00:34:40.995986,"I mean, it's beautiful.","I mean, it's beautiful.",admiration,happiness,mild
1900-01-01 00:34:40.995986,1900-01-01 00:34:41.895986,It's delicious.,It's delicious.,satisfaction,happiness,mild
1900-01-01 00:34:41.895986,1900-01-01 00:34:44.395986,"Chef Ramsay, you're my boy, dude.","Chef Ramsay, you're my boy, dude.",affection,happiness,mild
1900-01-01 00:34:47.594986,1900-01-01 00:34:49.234986,It's re-lunch night as Charlie's,It's re-lunch night as Charlie's,anticipation,happiness,mild
1900-01-01 00:34:49.234986,1900-01-01 00:34:50.834986,opens its doors for dinner.,opens its doors for dinner.,anticipation,happiness,mild
1900-01-01 00:34:50.834986,1900-01-01 00:34:52.035986,Welcome to Charlie's.,Welcome to Charlie's.,warmth,happiness,mild
1900-01-01 00:34:52.035986,1900-01-01 00:34:53.675986,And the town of La Verne is anxious,And the town of La Verne is anxious,anxiety,fear,moderate
1900-01-01 00:34:53.675986,1900-01-01 00:34:54.834986,to give it another try.,to give it another try.,hope,happiness,mild
1900-01-01 00:34:54.834986,1900-01-01 00:34:56.234986,We'll go with the zucchini pizza.,We'll go with the zucchini pizza.,decision,neutral,neutral
1900-01-01 00:34:56.234986,1900-01-01 00:34:57.715986,I'm going to have the panini.,I'm going to have the panini.,decision,neutral,neutral
1900-01-01 00:34:57.715986,1900-01-01 00:34:58.975986,I'll put that right in.,I'll put that right in.,willingness,neutral,neutral
1900-01-01 00:34:58.975986,1900-01-01 00:35:01.575986,And with Chef Jonathan and Chef Peter running the kitchen.,And with Chef Jonathan and Chef Peter running the kitchen.,expectation,neutral,neutral
1900-01-01 00:35:01.575986,1900-01-01 00:35:04.075986,We got two fried calamari coming right now.,We got two fried calamari coming right now.,anticipation,happiness,mild
1900-01-01 00:35:04.075986,1900-01-01 00:35:07.274986,It's up to Tatiana to make sure the rest of the team,It's up to Tatiana to make sure the rest of the team,responsibility,neutral,neutral
1900-01-01 00:35:07.295986,1900-01-01 00:35:08.295986,are up to the task.,are up to the task.,confidence,happiness,mild
1900-01-01 00:35:08.295986,1900-01-01 00:35:09.334986,My name is Tatiana.,My name is Tatiana.,self-introduction,neutral,neutral
1900-01-01 00:35:09.334986,1900-01-01 00:35:10.535986,I'm the owner.,I'm the owner.,assertion,neutral,neutral
1900-01-01 00:35:10.535986,1900-01-01 00:35:11.495986,"If you need anything, please let me know.","If you need anything, please let me know.",helpfulness,happiness,mild
1900-01-01 00:35:11.495986,1900-01-01 00:35:12.895986,"Calamari, go out on P1.","Calamari, go out on P1.",command,neutral,neutral
1900-01-01 00:35:12.895986,1900-01-01 00:35:15.575986,The calamari is in there right now.,The calamari is in there right now.,expectation,neutral,neutral
1900-01-01 00:35:15.575986,1900-01-01 00:35:17.675986,"Val, this order's up.","Val, this order's up.",alertness,neutral,neutral
1900-01-01 00:35:17.675986,1900-01-01 00:35:19.535986,"It's a tomato soup, a Caesar salad.","It's a tomato soup, a Caesar salad.",description,neutral,neutral
1900-01-01 00:35:19.535986,1900-01-01 00:35:21.474986,"Order up, fried calamari.","Order up, fried calamari.",neutrality,neutral,neutral
1900-01-01 00:35:21.474986,1900-01-01 00:35:23.375986,"With the kitchen staff working together,","With the kitchen staff working together,",cooperation,happiness,mild
1900-01-01 00:35:23.375986,1900-01-01 00:35:25.674986,food quickly makes its way to the diners.,food quickly makes its way to the diners.,efficiency,neutral,neutral
1900-01-01 00:35:25.674986,1900-01-01 00:35:26.575986,Tomato soup?,Tomato soup?,curiosity,neutral,mild
1900-01-01 00:35:26.575986,1900-01-01 00:35:28.054986,Did you guys order some calamari?,Did you guys order some calamari?,curiosity,neutral,neutral
1900-01-01 00:35:28.054986,1900-01-01 00:35:29.215986,Yes.,Yes.,agreement,neutral,neutral
1900-01-01 00:35:29.215986,1900-01-01 00:35:31.554986,But not all the customers are receiving their meals.,But not all the customers are receiving their meals.,frustration,sadness,moderate
1900-01-01 00:35:31.554986,1900-01-01 00:35:32.894986,"You guys, your food's not even here yet.","You guys, your food's not even here yet.",impatience,anger,mild
1900-01-01 00:35:32.894986,1900-01-01 00:35:34.155986,"I mean, it's gone.","I mean, it's gone.",loss,sadness,moderate
1900-01-01 00:35:34.155986,1900-01-01 00:35:35.655986,I was kind of hoping to show up at the same time.,I was kind of hoping to show up at the same time.,disappointment,sadness,mild
1900-01-01 00:35:35.655986,1900-01-01 00:35:36.554986,I have a question.,I have a question.,curiosity,neutral,neutral
1900-01-01 00:35:37.515986,1900-01-01 00:35:38.914986,That was my entree at my dinner?,That was my entree at my dinner?,confusion,surprise,mild
1900-01-01 00:35:38.914986,1900-01-01 00:35:40.315986,Yes.,Yes.,agreement,neutral,neutral
1900-01-01 00:35:40.315986,1900-01-01 00:35:41.215986,I know.,I know.,certainty,neutral,neutral
1900-01-01 00:35:41.215986,1900-01-01 00:35:42.215986,"It tasted great, but.","It tasted great, but.",hesitation,neutral,mild
1900-01-01 00:35:42.215986,1900-01-01 00:35:43.215986,It's the only thing that's out here.,It's the only thing that's out here.,isolation,sadness,mild
1900-01-01 00:35:43.215986,1900-01-01 00:35:44.114986,I know.,I know.,certainty,neutral,neutral
1900-01-01 00:35:44.114986,1900-01-01 00:35:45.815986,"I'm done eating, and they don't have no food.","I'm done eating, and they don't have no food.",disappointment,sadness,mild
1900-01-01 00:35:45.815986,1900-01-01 00:35:47.254986,I'm going to go ask the kitchen right now?,I'm going to go ask the kitchen right now?,uncertainty,surprise,mild
1900-01-01 00:35:47.254986,1900-01-01 00:35:48.155986,All right.,All right.,acceptance,neutral,neutral
1900-01-01 00:35:48.155986,1900-01-01 00:35:49.995986,Thank you.,Thank you.,gratitude,happiness,mild
1900-01-01 00:35:49.995986,1900-01-01 00:35:51.295986,Pizza came out.,Pizza came out.,anticipation,happiness,mild
1900-01-01 00:35:51.295986,1900-01-01 00:35:53.894986,The entrees haven't come out.,The entrees haven't come out.,impatience,anger,mild
1900-01-01 00:35:53.894986,1900-01-01 00:35:55.334986,Did they come all in as entrees?,Did they come all in as entrees?,curiosity,neutral,neutral
1900-01-01 00:35:55.334986,1900-01-01 00:35:56.435986,Yes.,Yes.,agreement,neutral,neutral
1900-01-01 00:35:56.435986,1900-01-01 00:35:58.095986,"I'm trying not to cry, but this is really bad.","I'm trying not to cry, but this is really bad.",distress,sadness,intense
1900-01-01 00:35:58.095986,1900-01-01 00:36:00.274986,Why are you guys not talking to each other?,Why are you guys not talking to each other?,confusion,sadness,moderate
1900-01-01 00:36:00.274986,1900-01-01 00:36:02.134986,"Why are you not talking to the chef, you guys?","Why are you not talking to the chef, you guys?",confusion,surprise,moderate
1900-01-01 00:36:02.134986,1900-01-01 00:36:03.134986,It's a nightmare.,It's a nightmare.,dread,fear,intense
1900-01-01 00:36:03.134986,1900-01-01 00:36:04.034986,Tatiana?,Tatiana?,curiosity,neutral,mild
1900-01-01 00:36:04.034986,1900-01-01 00:36:05.134986,"Yes, Chef?","Yes, Chef?",attentiveness,neutral,neutral
1900-01-01 00:36:05.134986,1900-01-01 00:36:06.134986,How many pizzas we got on there?,How many pizzas we got on there?,curiosity,neutral,neutral
1900-01-01 00:36:07.095986,1900-01-01 00:36:08.795986,"Two margaritas and a meat lover, Chef.","Two margaritas and a meat lover, Chef.",request,neutral,neutral
1900-01-01 00:36:08.795986,1900-01-01 00:36:10.894986,So you've got two margaritas and meat lovers on there.,So you've got two margaritas and meat lovers on there.,confirmation,neutral,neutral
1900-01-01 00:36:10.894986,1900-01-01 00:36:12.194986,You've got three pizzas on there?,You've got three pizzas on there?,curiosity,surprise,mild
1900-01-01 00:36:12.194986,1900-01-01 00:36:13.435986,"Yeah, I already did that, yes.","Yeah, I already did that, yes.",confirmation,neutral,neutral
1900-01-01 00:36:13.435986,1900-01-01 00:36:14.435986,"Yeah, they're already gone.","Yeah, they're already gone.",resignation,sadness,mild
1900-01-01 00:36:14.435986,1900-01-01 00:36:15.735986,Fuck me.,Fuck me.,frustration,anger,moderate
1900-01-01 00:36:15.735986,1900-01-01 00:36:17.534986,And it soon becomes apparent that there's,And it soon becomes apparent that there's,anticipation,surprise,mild
1900-01-01 00:36:17.534986,1900-01-01 00:36:19.774986,a detrimental lack of communication,a detrimental lack of communication,frustration,sadness,moderate
1900-01-01 00:36:19.774986,1900-01-01 00:36:22.114986,between the wait staff and the pizza station.,between the wait staff and the pizza station.,neutrality,neutral,neutral
1900-01-01 00:36:22.114986,1900-01-01 00:36:24.715986,I don't know if the meal has come out for this yet.,I don't know if the meal has come out for this yet.,uncertainty,neutral,mild
1900-01-01 00:36:24.715986,1900-01-01 00:36:26.375986,"Before you send a pizza, you've got","Before you send a pizza, you've got",anticipation,neutral,mild
1900-01-01 00:36:26.375986,1900-01-01 00:36:27.715986,to check in with Jonathan.,to check in with Jonathan.,concern,neutral,mild
1900-01-01 00:36:27.715986,1900-01-01 00:36:30.054986,You're sending your pizzas in your own little world.,You're sending your pizzas in your own little world.,disconnection,neutral,mild
1900-01-01 00:36:30.054986,1900-01-01 00:36:31.914986,"We've got to stick together, guys.","We've got to stick together, guys.",solidarity,happiness,moderate
1900-01-01 00:36:31.914986,1900-01-01 00:36:33.054986,You have to talk to him.,You have to talk to him.,insistence,neutral,moderate
1900-01-01 00:36:33.054986,1900-01-01 00:36:33.955986,"Yes, Chef.","Yes, Chef.",respect,neutral,neutral
1900-01-01 00:36:33.955986,1900-01-01 00:36:35.315986,They need to communicate.,They need to communicate.,concern,neutral,mild
1900-01-01 00:36:36.274986,1900-01-01 00:36:37.575986,I don't know what to do now.,I don't know what to do now.,confusion,fear,moderate
1900-01-01 00:36:42.215986,1900-01-01 00:36:44.274986,It's relaunch night at Charlie's.,It's relaunch night at Charlie's.,anticipation,happiness,mild
